flight_ID,scheduled_flt_time,actual_flt_time,BGATE_ID
CZ3481,2016/9/13 23:10:00,2016/9/13 23:33:00,B904
MU3360,2016/9/13 23:10:00,2016/9/13 23:33:00,B904
MF1361,2016/9/13 23:10:00,2016/9/13 23:33:00,B904
HU7153,2016/9/13 23:10:00,2016/9/13 23:32:00,B235
HU7031,2016/9/13 23:15:00,2016/9/13 23:32:00,B226
CA3813,2016/9/13 23:20:00,2016/9/13 23:30:00,A131
ZH9615,2016/9/13 23:20:00,2016/9/13 23:30:00,A131
JD5161,2016/9/13 22:50:00,2016/9/13 23:30:00,B16
KY9615,2016/9/13 23:20:00,2016/9/13 23:30:00,A131
CZ3403,2016/9/13 23:05:00,2016/9/13 23:29:00,B906
3U3007,2016/9/13 23:05:00,2016/9/13 23:29:00,B906
AF4414,2016/9/13 23:05:00,2016/9/13 23:29:00,B906
ZH4340,2016/9/13 23:05:00,2016/9/13 23:29:00,A17
MU3340,2016/9/13 23:05:00,2016/9/13 23:29:00,B906
CA4340,2016/9/13 23:05:00,2016/9/13 23:29:00,A17
SC4340,2016/9/13 23:05:00,2016/9/13 23:29:00,A17
MF1283,2016/9/13 23:05:00,2016/9/13 23:29:00,B906
CZ3505,2016/9/13 23:15:00,2016/9/13 23:28:00,B08
AF9732,2016/9/13 23:15:00,2016/9/13 23:28:00,B08
AQ1025,2016/9/13 22:30:00,2016/9/13 23:28:00,B907
MU3420,2016/9/13 23:15:00,2016/9/13 23:28:00,B08
MF1385,2016/9/13 23:15:00,2016/9/13 23:28:00,B08
CZ6772,2016/9/13 23:00:00,2016/9/13 23:27:00,B09
MU3474,2016/9/13 23:00:00,2016/9/13 23:27:00,B09
MF4403,2016/9/13 23:00:00,2016/9/13 23:27:00,B09
CZ3399,2016/9/13 22:55:00,2016/9/13 23:25:00,B02
MU3572,2016/9/13 22:55:00,2016/9/13 23:25:00,B02
MF1279,2016/9/13 22:55:00,2016/9/13 23:25:00,B02
ZH9673,2016/9/13 23:00:00,2016/9/13 23:24:00,A14
CA3393,2016/9/13 23:00:00,2016/9/13 23:24:00,A14
KY9681,2016/9/13 23:15:00,2016/9/13 23:24:00,A18
ZH9681,2016/9/13 23:15:00,2016/9/13 23:24:00,A18
CA3781,2016/9/13 23:15:00,2016/9/13 23:24:00,A18
KY9673,2016/9/13 23:00:00,2016/9/13 23:24:00,A14
ZH3186,2016/9/13 22:45:00,2016/9/13 23:21:00,A17
KY8286,2016/9/13 22:45:00,2016/9/13 23:21:00,A17
AQ1051,2016/9/13 22:45:00,2016/9/13 23:20:00,B909
CZ3723,2016/9/13 23:00:00,2016/9/13 23:18:00,B902
AF4617,2016/9/13 23:00:00,2016/9/13 23:18:00,B902
KL4451,2016/9/13 23:00:00,2016/9/13 23:18:00,B902
MF1591,2016/9/13 23:00:00,2016/9/13 23:18:00,B902
KY9715,2016/9/13 23:10:00,2016/9/13 23:18:00,A125
ZH9715,2016/9/13 23:10:00,2016/9/13 23:18:00,A125
CZ467,2016/9/13 22:25:00,2016/9/13 23:18:00,
CA3877,2016/9/13 23:10:00,2016/9/13 23:18:00,A125
MU4459,2016/9/13 23:00:00,2016/9/13 23:18:00,B902
CZ8659,2016/9/13 22:35:00,2016/9/13 23:17:00,B01
BK2787,2016/9/13 22:55:00,2016/9/13 23:15:00,A13
CZ3197,2016/9/13 22:40:00,2016/9/13 23:14:00,B03
MF1093,2016/9/13 22:40:00,2016/9/13 23:14:00,B03
MU3502,2016/9/13 22:40:00,2016/9/13 23:14:00,B03
CZ3957,2016/9/13 23:05:00,2016/9/13 23:13:00,B10
MU3974,2016/9/13 22:55:00,2016/9/13 23:13:00,A18
HO1288,2016/9/13 22:55:00,2016/9/13 23:13:00,A18
MU4470,2016/9/13 23:05:00,2016/9/13 23:13:00,B10
Y87992,2016/9/13 21:55:00,2016/9/13 23:13:00,
MF1811,2016/9/13 23:05:00,2016/9/13 23:13:00,B10
CZ9601,2016/9/13 22:40:00,2016/9/13 23:11:00,B18
MU2324,2016/9/13 22:40:00,2016/9/13 23:11:00,B18
CZ3249,2016/9/13 22:35:00,2016/9/13 23:11:00,B10
9C8930,2016/9/13 22:45:00,2016/9/13 23:08:00,A16
Y87983,2016/9/13 20:15:00,2016/9/13 23:07:00,
MU3636,2016/9/13 22:45:00,2016/9/13 23:06:00,B07
MF4384,2016/9/13 22:45:00,2016/9/13 23:06:00,B07
JD5631,2016/9/13 22:35:00,2016/9/13 23:06:00,B13
CZ6748,2016/9/13 22:45:00,2016/9/13 23:06:00,B07
HU7012,2016/9/13 22:25:00,2016/9/13 23:03:00,B15
HO1078,2016/9/13 22:40:00,2016/9/13 23:01:00,A14
CZ3269,2016/9/13 22:30:00,2016/9/13 23:01:00,B04
CZ3323,2016/9/13 22:40:00,2016/9/13 23:00:00,B906
MF1207,2016/9/13 22:40:00,2016/9/13 23:00:00,B906
MU4494,2016/9/13 22:40:00,2016/9/13 23:00:00,B906
CA3582,2016/9/13 22:50:00,2016/9/13 22:56:00,A15
ZH9659,2016/9/13 22:50:00,2016/9/13 22:56:00,A15
AQ1055,2016/9/13 22:35:00,2016/9/13 22:56:00,B905
KY9659,2016/9/13 22:50:00,2016/9/13 22:56:00,A15
AQ1023,2016/9/13 22:20:00,2016/9/13 22:55:00,B901
9C8513,2016/9/13 22:35:00,2016/9/13 22:53:00,A15
AQ1027,2016/9/13 22:20:00,2016/9/13 22:52:00,B903
AQ1021,2016/9/13 22:20:00,2016/9/13 22:47:00,B904
CZ5699,2016/9/13 22:15:00,2016/9/13 22:47:00,
3U8744,2016/9/13 22:15:00,2016/9/13 22:46:00,B13
KY9613,2016/9/13 22:20:00,2016/9/13 22:42:00,A17
ZH9613,2016/9/13 22:20:00,2016/9/13 22:42:00,A17
CA3759,2016/9/13 22:20:00,2016/9/13 22:42:00,A17
GA897,2016/9/13 22:25:00,2016/9/13 22:41:00,A02
MU5754,2016/9/13 22:30:00,2016/9/13 22:36:00,B14
CZ2107,2016/9/13 22:15:00,2016/9/13 22:29:00,
AQ1105,2016/9/13 22:00:00,2016/9/13 22:19:00,B902
AK2010,2016/9/13 21:55:00,2016/9/13 22:12:00,A104
PR383,2016/9/13 22:10:00,2016/9/13 22:02:00,A109
LH8415,2016/9/13 21:05:00,2016/9/13 21:52:00,
EK9877,2016/9/13 19:00:00,2016/9/13 21:24:00,
Y87928,2016/9/13 20:30:00,2016/9/13 21:15:00,
FX5279,2016/9/13 21:00:00,2016/9/13 21:13:00,
FX5030,2016/9/13 20:50:00,2016/9/13 21:08:00,
FX5775,2016/9/13 20:30:00,2016/9/13 20:59:00,
FX5158,2016/9/13 20:15:00,2016/9/13 20:53:00,
CZ485,2016/9/13 20:30:00,2016/9/13 20:45:00,
FX5926,2016/9/13 20:10:00,2016/9/13 20:32:00,
BK3024,2016/9/13 20:15:00,2016/9/13 20:30:00,
KE320,2016/9/13 20:00:00,2016/9/13 20:26:00,
FX5018,2016/9/13 20:05:00,2016/9/13 20:24:00,
FX6019,2016/9/13 19:55:00,2016/9/13 20:20:00,
FX5194,2016/9/13 20:00:00,2016/9/13 20:18:00,
FX6159,2016/9/13 19:30:00,2016/9/13 20:12:00,
FX6028,2016/9/13 19:50:00,2016/9/13 20:08:00,
O36872,2016/9/13 19:25:00,2016/9/13 20:00:00,
TZ127,2016/9/13 19:45:00,2016/9/13 19:58:00,A104
SJ1159,2016/9/13 19:15:00,2016/9/13 19:51:00,A103
FX5419,2016/9/13 19:20:00,2016/9/13 19:31:00,
FX5152,2016/9/13 19:25:00,2016/9/13 19:16:00,
FX5608,2016/9/13 18:50:00,2016/9/13 19:13:00,
NH8490,2016/9/13 18:30:00,2016/9/13 19:05:00,
AK1395,2016/9/13 19:00:00,2016/9/13 18:56:00,A102
YTAXM9981,2016/9/13 18:30:00,2016/9/13 18:52:00,
Y87935,2016/9/13 17:00:00,2016/9/13 18:51:00,
9C8543,2016/9/13 18:25:00,2016/9/13 18:43:00,A105
FD416,2016/9/13 18:50:00,2016/9/13 18:38:00,A109
CZ399,2016/9/13 17:40:00,2016/9/13 18:31:00,A103
CZ455,2016/9/13 15:45:00,2016/9/13 18:14:00,
AK119,2016/9/13 17:15:00,2016/9/13 18:03:00,A102
SQ853,2016/9/13 17:20:00,2016/9/13 17:39:00,A104
VA5658,2016/9/13 17:20:00,2016/9/13 17:39:00,A104
OZ358,2016/9/13 17:15:00,2016/9/13 17:25:00,A109
QR875,2016/9/13 16:55:00,2016/9/13 17:08:00,A117
CZ617,2016/9/13 16:50:00,2016/9/13 17:01:00,A116
CZ9607,2016/9/13 15:10:00,2016/9/13 16:51:00,B13
MU2908,2016/9/13 15:10:00,2016/9/13 16:51:00,B13
ET607,2016/9/13 16:30:00,2016/9/13 16:49:00,A02
CZ305,2016/9/13 16:30:00,2016/9/13 16:44:00,A105
KL4403,2016/9/13 16:30:00,2016/9/13 16:44:00,A105
CZ347,2016/9/13 16:20:00,2016/9/13 16:40:00,A05
AF4403,2016/9/13 16:20:00,2016/9/13 16:40:00,A05
FD531,2016/9/13 15:55:00,2016/9/13 16:35:00,A101
CZ9645,2016/9/13 13:50:00,2016/9/13 16:33:00,B229
MU5232,2016/9/13 13:50:00,2016/9/13 16:33:00,B229
CA1089,2016/9/13 16:15:00,2016/9/13 16:28:00,
AK1530,2016/9/13 16:10:00,2016/9/13 16:26:00,A110
FM9318,2016/9/13 13:30:00,2016/9/13 16:25:00,B17
HU7002,2016/9/13 14:35:00,2016/9/13 16:22:00,B13
ZH9031,2016/9/13 15:50:00,2016/9/13 16:19:00,A102
CZ6053,2016/9/13 15:55:00,2016/9/13 16:15:00,A04
CZ307,2016/9/13 16:05:00,2016/9/13 16:12:00,A118
KL4300,2016/9/13 16:05:00,2016/9/13 16:12:00,A118
HU7004,2016/9/13 15:50:00,2016/9/13 16:08:00,B16
CZ633,2016/9/13 16:05:00,2016/9/13 16:05:00,A01
MF4374,2016/9/13 15:35:00,2016/9/13 16:01:00,B208
CZ6734,2016/9/13 15:35:00,2016/9/13 16:01:00,B208
MU3646,2016/9/13 15:35:00,2016/9/13 16:01:00,B208
EK363,2016/9/13 15:55:00,2016/9/13 15:57:00,A106
PN6320,2016/9/13 15:40:00,2016/9/13 15:55:00,B14
CZ6736,2016/9/13 14:20:00,2016/9/13 15:51:00,B210
MF4376,2016/9/13 14:20:00,2016/9/13 15:51:00,B210
MU3644,2016/9/13 14:20:00,2016/9/13 15:51:00,B210
MU3468,2016/9/13 15:15:00,2016/9/13 15:45:00,B218
MF4409,2016/9/13 15:15:00,2016/9/13 15:45:00,B218
CZ6778,2016/9/13 15:15:00,2016/9/13 15:45:00,B218
AF3895,2016/9/13 15:15:00,2016/9/13 15:45:00,B218
JD5159,2016/9/13 15:25:00,2016/9/13 15:39:00,B15
9C8932,2016/9/13 13:10:00,2016/9/13 15:37:00,A14
MS959,2016/9/13 15:20:00,2016/9/13 15:36:00,A104
CZ447,2016/9/13 15:10:00,2016/9/13 15:31:00,
Y87979,2016/9/13 14:35:00,2016/9/13 15:27:00,
TK73,2016/9/13 15:00:00,2016/9/13 15:25:00,A02
KL2194,2016/9/13 15:05:00,2016/9/13 15:18:00,A109
AF107,2016/9/13 15:05:00,2016/9/13 15:18:00,A109
CZ783,2016/9/13 15:05:00,2016/9/13 15:18:00,A109
MF8358,2016/9/13 15:00:00,2016/9/13 15:13:00,B01
CZ5262,2016/9/13 15:00:00,2016/9/13 15:13:00,B01
PN6206,2016/9/13 15:05:00,2016/9/13 15:11:00,B231
CZ6780,2016/9/13 14:20:00,2016/9/13 15:09:00,B211
MU3466,2016/9/13 14:20:00,2016/9/13 15:09:00,B211
MF4411,2016/9/13 14:20:00,2016/9/13 15:09:00,B211
MU2304,2016/9/13 14:50:00,2016/9/13 15:06:00,B13
CZ9603,2016/9/13 14:50:00,2016/9/13 15:06:00,B13
MF1263,2016/9/13 15:00:00,2016/9/13 15:03:00,B09
MU4500,2016/9/13 15:00:00,2016/9/13 15:03:00,B09
CZ3381,2016/9/13 15:00:00,2016/9/13 15:03:00,B09
CZ323,2016/9/13 13:30:00,2016/9/13 14:58:00,A04
JD5269,2016/9/13 14:20:00,2016/9/13 14:51:00,B229
MF9047,2016/9/13 14:45:00,2016/9/13 14:50:00,A05
CZ6057,2016/9/13 14:45:00,2016/9/13 14:50:00,A05
HU7810,2016/9/13 13:55:00,2016/9/13 14:47:00,B228
S74692,2016/9/13 13:55:00,2016/9/13 14:47:00,B228
MU3605,2016/9/13 14:45:00,2016/9/13 14:44:00,B219
CZ3298,2016/9/13 14:45:00,2016/9/13 14:44:00,B219
MF1188,2016/9/13 14:45:00,2016/9/13 14:44:00,B219
KA789,2016/9/13 14:20:00,2016/9/13 14:41:00,A102
CX5789,2016/9/13 14:20:00,2016/9/13 14:41:00,A102
3U8742,2016/9/13 13:55:00,2016/9/13 14:38:00,B232
CZ5986,2016/9/13 13:55:00,2016/9/13 14:38:00,B232
MF1061,2016/9/13 12:00:00,2016/9/13 14:36:00,B221
CZ3161,2016/9/13 12:00:00,2016/9/13 14:36:00,B221
MU3099,2016/9/13 12:00:00,2016/9/13 14:36:00,B221
CZ371,2016/9/13 14:15:00,2016/9/13 14:30:00,A119
MF9001,2016/9/13 14:15:00,2016/9/13 14:30:00,A119
KQ871,2016/9/13 14:30:00,2016/9/13 14:24:00,A110
KY9609,2016/9/13 14:05:00,2016/9/13 14:22:00,A15
CA3757,2016/9/13 14:05:00,2016/9/13 14:22:00,A15
ZH9609,2016/9/13 14:05:00,2016/9/13 14:22:00,A15
CZ9661,2016/9/13 14:10:00,2016/9/13 14:19:00,B233
MF3228,2016/9/13 14:10:00,2016/9/13 14:19:00,B233
MU5772,2016/9/13 14:10:00,2016/9/13 14:19:00,B233
OQ2326,2016/9/13 14:00:00,2016/9/13 14:16:00,B208
CZ8126,2016/9/13 14:00:00,2016/9/13 14:16:00,B208
MF8302,2016/9/13 14:00:00,2016/9/13 14:15:00,B220
CZ5210,2016/9/13 14:00:00,2016/9/13 14:15:00,B220
CZ3176,2016/9/13 13:35:00,2016/9/13 14:14:00,B07
CZ6462,2016/9/13 14:10:00,2016/9/13 14:13:00,B01
MU4429,2016/9/13 14:05:00,2016/9/13 14:11:00,B02
AF9725,2016/9/13 14:05:00,2016/9/13 14:11:00,B02
CZ3367,2016/9/13 14:05:00,2016/9/13 14:11:00,B02
MF1249,2016/9/13 14:05:00,2016/9/13 14:11:00,B02
3U8943,2016/9/13 14:00:00,2016/9/13 14:10:00,A05
MU5320,2016/9/13 11:55:00,2016/9/13 14:07:00,B14
MU3540,2016/9/13 13:45:00,2016/9/13 14:07:00,B210
CZ3419,2016/9/13 13:45:00,2016/9/13 14:07:00,B210
MF1299,2016/9/13 13:45:00,2016/9/13 14:07:00,B210
ZH1302,2016/9/13 11:30:00,2016/9/13 14:04:00,A128
CA1302,2016/9/13 11:30:00,2016/9/13 14:04:00,A128
MU3521,2016/9/13 13:05:00,2016/9/13 14:03:00,B215
MF1754,2016/9/13 13:05:00,2016/9/13 14:03:00,B215
CZ3896,2016/9/13 13:05:00,2016/9/13 14:03:00,B215
CZ3769,2016/9/13 13:55:00,2016/9/13 14:00:00,B08
AF3430,2016/9/13 13:55:00,2016/9/13 14:00:00,B08
MU4407,2016/9/13 13:55:00,2016/9/13 14:00:00,B08
MF1635,2016/9/13 13:55:00,2016/9/13 14:00:00,B08
CZ327,2016/9/13 13:30:00,2016/9/13 13:57:00,A106
DL7830,2016/9/13 13:30:00,2016/9/13 13:57:00,A106
HU7010,2016/9/13 13:40:00,2016/9/13 13:55:00,B17
CZ3390,2016/9/13 13:40:00,2016/9/13 13:54:00,B211
CZ3886,2016/9/13 13:40:00,2016/9/13 13:53:00,B223
AF3894,2016/9/13 13:40:00,2016/9/13 13:53:00,B223
MF1744,2016/9/13 13:40:00,2016/9/13 13:53:00,B223
MU4475,2016/9/13 13:40:00,2016/9/13 13:53:00,B223
3U8736,2016/9/13 13:40:00,2016/9/13 13:50:00,B234
CZ5982,2016/9/13 13:40:00,2016/9/13 13:50:00,B234
KY9625,2016/9/13 13:25:00,2016/9/13 13:50:00,A131
ZH9625,2016/9/13 13:25:00,2016/9/13 13:50:00,A131
CA3371,2016/9/13 13:25:00,2016/9/13 13:50:00,A131
CA1366,2016/9/13 12:30:00,2016/9/13 13:48:00,A125
ZH1366,2016/9/13 12:30:00,2016/9/13 13:48:00,A125
CA1866,2016/9/13 13:00:00,2016/9/13 13:48:00,A15
ZH1866,2016/9/13 13:00:00,2016/9/13 13:48:00,A15
SC4630,2016/9/13 13:20:00,2016/9/13 13:46:00,A133
CZ3871,2016/9/13 13:10:00,2016/9/13 13:44:00,B212
QF328,2016/9/13 13:05:00,2016/9/13 13:44:00,A116
KQ5210,2016/9/13 13:05:00,2016/9/13 13:44:00,A116
AF9738,2016/9/13 13:05:00,2016/9/13 13:44:00,A116
MU3584,2016/9/13 13:10:00,2016/9/13 13:44:00,B212
MF1729,2016/9/13 13:10:00,2016/9/13 13:44:00,B212
CZ325,2016/9/13 13:05:00,2016/9/13 13:44:00,A116
HU7802,2016/9/13 12:15:00,2016/9/13 13:42:00,B229
MU3634,2016/9/13 12:30:00,2016/9/13 13:41:00,B04
MF4386,2016/9/13 12:30:00,2016/9/13 13:41:00,B04
CZ6750,2016/9/13 12:30:00,2016/9/13 13:41:00,B04
FM9314,2016/9/13 11:30:00,2016/9/13 13:40:00,B231
MU9314,2016/9/13 11:30:00,2016/9/13 13:40:00,B231
PG4836,2016/9/13 13:00:00,2016/9/13 13:37:00,A105
TG679,2016/9/13 13:00:00,2016/9/13 13:37:00,A105
KY9611,2016/9/13 13:15:00,2016/9/13 13:36:00,A13
CA3680,2016/9/13 13:15:00,2016/9/13 13:36:00,A13
ZH9611,2016/9/13 13:15:00,2016/9/13 13:36:00,A13
CZ3077,2016/9/13 12:55:00,2016/9/13 13:33:00,A122
KY9552,2016/9/13 13:15:00,2016/9/13 13:32:00,A127
CA3437,2016/9/13 13:15:00,2016/9/13 13:32:00,A127
ZH9552,2016/9/13 13:15:00,2016/9/13 13:32:00,A127
CZ3107,2016/9/13 13:00:00,2016/9/13 13:30:00,B218
MU3111,2016/9/13 13:00:00,2016/9/13 13:30:00,B218
MF1009,2016/9/13 13:00:00,2016/9/13 13:30:00,B218
KL4453,2016/9/13 13:00:00,2016/9/13 13:30:00,B218
CZ6788,2016/9/13 13:20:00,2016/9/13 13:29:00,B217
CZ6468,2016/9/13 13:05:00,2016/9/13 13:28:00,B202
KQ5216,2016/9/13 13:00:00,2016/9/13 13:26:00,A02
KL4341,2016/9/13 13:00:00,2016/9/13 13:26:00,A02
AF9722,2016/9/13 13:00:00,2016/9/13 13:26:00,A02
CZ321,2016/9/13 13:00:00,2016/9/13 13:26:00,A02
MU2475,2016/9/13 10:10:00,2016/9/13 13:26:00,B224
QF330,2016/9/13 13:00:00,2016/9/13 13:26:00,A02
KN5822,2016/9/13 13:15:00,2016/9/13 13:24:00,B232
CZ3377,2016/9/13 13:10:00,2016/9/13 13:23:00,B219
MF1259,2016/9/13 13:10:00,2016/9/13 13:23:00,B219
MU3344,2016/9/13 13:10:00,2016/9/13 13:23:00,B219
AF3891,2016/9/13 13:10:00,2016/9/13 13:23:00,B219
3U3003,2016/9/13 13:10:00,2016/9/13 13:23:00,B219
QF334,2016/9/13 13:15:00,2016/9/13 13:20:00,A05
CZ381,2016/9/13 13:15:00,2016/9/13 13:20:00,A05
KL4409,2016/9/13 13:15:00,2016/9/13 13:20:00,A05
AF4417,2016/9/13 13:15:00,2016/9/13 13:20:00,A05
ZH9650,2016/9/13 13:05:00,2016/9/13 13:17:00,A132
AK117,2016/9/13 12:50:00,2016/9/13 13:14:00,A101
CF9035,2016/9/13 13:10:00,2016/9/13 13:12:00,
3U3025,2016/9/13 12:55:00,2016/9/13 13:03:00,B02
CZ3439,2016/9/13 12:55:00,2016/9/13 13:03:00,B02
AF3892,2016/9/13 12:50:00,2016/9/13 13:02:00,"A114,B01"
CZ3082,2016/9/13 12:50:00,2016/9/13 13:02:00,"A114,B01"
FM9316,2016/9/13 12:30:00,2016/9/13 12:59:00,B227
MF1109,2016/9/13 12:50:00,2016/9/13 12:58:00,B214
CZ3215,2016/9/13 12:50:00,2016/9/13 12:58:00,B214
MU4441,2016/9/13 12:50:00,2016/9/13 12:58:00,B214
CZ5232,2016/9/13 12:55:00,2016/9/13 12:56:00,B10
MF8326,2016/9/13 12:55:00,2016/9/13 12:56:00,B10
MU3629,2016/9/13 12:40:00,2016/9/13 12:52:00,B03
MF1583,2016/9/13 12:40:00,2016/9/13 12:52:00,B03
CZ3715,2016/9/13 12:40:00,2016/9/13 12:52:00,B03
CA4304,2016/9/13 12:25:00,2016/9/13 12:52:00,A130
SC4304,2016/9/13 12:25:00,2016/9/13 12:52:00,A130
ZH4304,2016/9/13 12:25:00,2016/9/13 12:52:00,A130
CZ3595,2016/9/13 12:00:00,2016/9/13 12:49:00,B08
MF1479,2016/9/13 12:00:00,2016/9/13 12:49:00,B08
MU3653,2016/9/13 12:00:00,2016/9/13 12:49:00,B08
MF4405,2016/9/13 12:30:00,2016/9/13 12:48:00,B208
CZ6774,2016/9/13 12:30:00,2016/9/13 12:48:00,B208
MU3472,2016/9/13 12:30:00,2016/9/13 12:48:00,B208
FM9356,2016/9/13 12:10:00,2016/9/13 12:45:00,B233
MU9356,2016/9/13 12:10:00,2016/9/13 12:45:00,B233
KY9623,2016/9/13 12:20:00,2016/9/13 12:36:00,A126
CA3667,2016/9/13 12:20:00,2016/9/13 12:36:00,A126
ZH9623,2016/9/13 12:20:00,2016/9/13 12:36:00,A126
MU5218,2016/9/13 12:15:00,2016/9/13 12:32:00,B228
CZ9678,2016/9/13 12:15:00,2016/9/13 12:32:00,B228
CZ3388,2016/9/13 12:20:00,2016/9/13 12:30:00,B09
AF3413,2016/9/13 12:20:00,2016/9/13 12:30:00,B09
VN3501,2016/9/13 12:15:00,2016/9/13 12:29:00,A108
CZ367,2016/9/13 12:15:00,2016/9/13 12:29:00,A108
AF3410,2016/9/13 12:10:00,2016/9/13 12:28:00,B210
MF4014,2016/9/13 12:10:00,2016/9/13 12:28:00,B210
MU3676,2016/9/13 12:10:00,2016/9/13 12:28:00,B210
CZ6302,2016/9/13 12:10:00,2016/9/13 12:28:00,B210
CZ3337,2016/9/13 12:20:00,2016/9/13 12:25:00,B906
MF1221,2016/9/13 12:20:00,2016/9/13 12:25:00,B906
MU3568,2016/9/13 12:20:00,2016/9/13 12:25:00,B906
AF4614,2016/9/13 12:05:00,2016/9/13 12:24:00,B07
QF3629,2016/9/13 12:05:00,2016/9/13 12:24:00,B07
MU4455,2016/9/13 12:05:00,2016/9/13 12:24:00,B07
MF1665,2016/9/13 12:05:00,2016/9/13 12:24:00,B07
CZ3805,2016/9/13 12:05:00,2016/9/13 12:24:00,B07
SC4676,2016/9/13 12:15:00,2016/9/13 12:21:00,A18
CA4676,2016/9/13 12:15:00,2016/9/13 12:21:00,A18
HU7202,2016/9/13 11:30:00,2016/9/13 12:20:00,B226
MF9013,2016/9/13 12:10:00,2016/9/13 12:16:00,A102
CZ361,2016/9/13 12:10:00,2016/9/13 12:16:00,A102
MU2547,2016/9/13 12:05:00,2016/9/13 12:16:00,B225
SC1172,2016/9/13 12:10:00,2016/9/13 12:11:00,A124
CA1172,2016/9/13 12:10:00,2016/9/13 12:11:00,A124
CZ9599,2016/9/13 11:50:00,2016/9/13 12:11:00,B235
MU2306,2016/9/13 11:50:00,2016/9/13 12:11:00,B235
MF1679,2016/9/13 11:55:00,2016/9/13 12:09:00,B901
MU3484,2016/9/13 11:55:00,2016/9/13 12:09:00,B901
CZ3819,2016/9/13 11:55:00,2016/9/13 12:09:00,B901
CZ3207,2016/9/13 11:50:00,2016/9/13 12:08:00,B03
MU3418,2016/9/13 11:40:00,2016/9/13 12:05:00,B10
QF3621,2016/9/13 11:40:00,2016/9/13 12:05:00,B10
MF1525,2016/9/13 11:40:00,2016/9/13 12:05:00,B10
AF3412,2016/9/13 11:40:00,2016/9/13 12:05:00,B10
CZ3647,2016/9/13 11:40:00,2016/9/13 12:05:00,B10
MF4506,2016/9/13 11:05:00,2016/9/13 12:02:00,B223
QF3627,2016/9/13 11:05:00,2016/9/13 12:02:00,B223
MU4418,2016/9/13 11:05:00,2016/9/13 12:02:00,B223
CZ6884,2016/9/13 11:05:00,2016/9/13 12:02:00,B223
ZH1388,2016/9/13 11:10:00,2016/9/13 11:59:00,A131
CA1388,2016/9/13 11:10:00,2016/9/13 11:59:00,A131
CZ3067,2016/9/13 11:40:00,2016/9/13 11:59:00,A03
SC1388,2016/9/13 11:10:00,2016/9/13 11:59:00,A131
CZ3627,2016/9/13 11:35:00,2016/9/13 11:57:00,B01
MU3508,2016/9/13 11:35:00,2016/9/13 11:57:00,B01
MF1511,2016/9/13 11:35:00,2016/9/13 11:57:00,B01
ZH9187,2016/9/13 11:40:00,2016/9/13 11:56:00,A17
CA3391,2016/9/13 11:40:00,2016/9/13 11:56:00,A17
KY9187,2016/9/13 11:40:00,2016/9/13 11:56:00,A17
MU4519,2016/9/13 11:55:00,2016/9/13 11:54:00,B904
MU3367,2016/9/13 11:35:00,2016/9/13 11:54:00,B202
MF1492,2016/9/13 11:35:00,2016/9/13 11:54:00,B202
MF4043,2016/9/13 11:55:00,2016/9/13 11:54:00,B904
CZ3317,2016/9/13 11:55:00,2016/9/13 11:54:00,B904
CZ3608,2016/9/13 11:35:00,2016/9/13 11:54:00,B202
HU7858,2016/9/13 11:55:00,2016/9/13 11:51:00,B224
CZ5284,2016/9/13 11:20:00,2016/9/13 11:50:00,B211
MF8382,2016/9/13 11:20:00,2016/9/13 11:50:00,B211
MF4474,2016/9/13 11:30:00,2016/9/13 11:49:00,B217
CZ6852,2016/9/13 11:30:00,2016/9/13 11:49:00,B217
MU3281,2016/9/13 11:30:00,2016/9/13 11:49:00,B217
HU7322,2016/9/13 11:25:00,2016/9/13 11:48:00,B234
MU3462,2016/9/13 10:15:00,2016/9/13 11:44:00,B08
MF4417,2016/9/13 10:15:00,2016/9/13 11:44:00,B08
KL4332,2016/9/13 10:15:00,2016/9/13 11:44:00,B08
CZ6786,2016/9/13 10:15:00,2016/9/13 11:44:00,B08
CA1328,2016/9/13 10:25:00,2016/9/13 11:44:00,A15
ZH1328,2016/9/13 10:25:00,2016/9/13 11:44:00,A15
AF3429,2016/9/13 10:15:00,2016/9/13 11:44:00,B08
MU4518,2016/9/13 11:20:00,2016/9/13 11:42:00,B07
MF1365,2016/9/13 11:20:00,2016/9/13 11:42:00,B07
AF9730,2016/9/13 11:20:00,2016/9/13 11:42:00,B07
3U3027,2016/9/13 11:20:00,2016/9/13 11:42:00,B07
CZ9623,2016/9/13 10:30:00,2016/9/13 11:42:00,B233
MU5318,2016/9/13 10:30:00,2016/9/13 11:42:00,B233
CZ3485,2016/9/13 11:20:00,2016/9/13 11:42:00,B07
CZ6738,2016/9/13 11:25:00,2016/9/13 11:38:00,B02
MF4378,2016/9/13 11:25:00,2016/9/13 11:38:00,B02
MU3642,2016/9/13 11:25:00,2016/9/13 11:38:00,B02
NH6603,2016/9/13 11:15:00,2016/9/13 11:35:00,A18
KY9645,2016/9/13 11:15:00,2016/9/13 11:35:00,A18
CA3385,2016/9/13 11:15:00,2016/9/13 11:35:00,A18
ZH9645,2016/9/13 11:15:00,2016/9/13 11:35:00,A18
MU3659,2016/9/13 11:00:00,2016/9/13 11:34:00,B903
MF1427,2016/9/13 11:00:00,2016/9/13 11:34:00,B903
CZ3547,2016/9/13 11:00:00,2016/9/13 11:34:00,B903
CZ6792,2016/9/13 11:25:00,2016/9/13 11:33:00,B04
